1	2	8520	-0.591224	-0.677614
1	2	1480	-2.258996	5.204836
2	1	10000	7.273032	-4.445576
3	2	631	0.142253	5.586983
3	2	9369	7.156932	-4.599111
4	1	10000	4.527707	1.340917
5	2	4882	-2.641734	5.922839
5	2	5118	7.064698	-6.234870
6	3	4194	-0.301515	0.368051
6	3	1921	6.056174	-4.770417
6	3	3885	-5.701941	6.834398
7	1	10000	6.962716	-5.966784
8	2	8671	-6.625582	4.211325
8	2	1329	4.793113	-5.209744
9	1	10000	8.246266	-1.520193
10	1	10000	-7.282959	4.506138
11	3	7632	-1.659234	-0.620425
11	3	930	4.926210	-2.816624
11	3	1438	-6.848710	5.457375
12	2	2934	-5.592626	6.407949
12	2	7066	5.791895	-5.528595
13	2	8378	7.355265	-4.517912
13	2	1622	0.353656	5.152564
14	1	10000	6.590427	-7.910350
15	2	8011	4.365091	-4.458517
15	2	1989	-3.397078	5.744012
16	3	3061	8.787439	-2.252177
16	3	5025	3.075454	6.762298
16	3	1914	-2.204089	6.832938
17	1	10000	-3.385118	8.429600
18	2	8125	7.597075	-4.915566
18	2	1875	-3.290666	5.293224
19	2	3394	6.880676	0.115200
19	2	6606	-3.814060	6.933022
20	2	8067	8.516641	-6.430189
20	2	1933	-3.424954	5.783652
21	2	5184	6.845824	-3.091539
21	2	4816	-2.435540	7.692533
22	2	7028	-4.963946	7.162858
22	2	2972	7.298054	-4.151735
23	2	8443	-5.417149	7.082979
23	2	1557	5.554338	-4.625499
24	3	2671	6.768941	1.921875
24	3	2588	3.793217	6.053263
24	3	4741	-2.789332	6.859285
25	2	4024	8.332374	-2.788426
25	2	5976	-2.108460	7.277918
26	2	4691	4.253498	-0.329813
26	2	5309	-6.245723	6.504527
27	2	6362	-4.091353	8.114983
27	2	3638	7.895574	-0.468904
28	2	3689	6.683696	-3.795117
28	2	6311	-1.063679	3.505951
29	2	6903	-5.332596	6.408736
29	2	3097	6.720177	-6.791047
30	1	10000	6.594531	-7.973004
31	2	9189	-4.770592	8.727430
31	2	811	5.124406	0.161010
32	1	10000	-2.373814	7.957729
33	2	9589	-5.510557	7.572611
33	2	411	5.324874	-0.474069
34	3	4028	0.615346	0.305007
34	3	2202	-2.034765	6.698079
34	3	3770	7.346713	-5.884682
35	2	7926	-1.899306	0.600750
35	2	2074	4.736434	-5.834042
36	2	7519	6.534907	4.263519
36	2	2481	-0.247945	7.804846
37	2	4902	6.435366	-2.029935
37	2	5098	4.015445	6.403415
38	1	10000	-2.158970	-0.556990
39	2	6330	-3.023765	6.385080
39	2	3670	6.622076	-4.094971
40	3	4555	8.640839	1.621967
40	3	4186	-1.799998	6.285918
40	3	1259	8.642843	-3.091924
41	3	6836	1.197889	-0.152248
41	3	2129	6.987256	-5.713518
41	3	1035	-4.613143	4.908848
42	2	7951	7.323864	-4.444988
42	2	2049	-3.946883	6.970619
43	2	6357	-2.907420	7.564989
43	2	3643	6.885812	2.462412
44	2	8214	0.891717	5.485159
44	2	1786	7.265746	-1.209372
45	2	7615	3.711979	5.174265
45	2	2385	6.236761	1.436603
46	2	4720	4.911425	-1.411205
46	2	5280	-5.893051	7.503424
47	1	10000	8.627404	-5.404735
48	2	4322	5.171587	-3.161831
48	2	5678	-4.905541	8.112460
49	2	8093	4.621053	-7.534365
49	2	1907	-6.916451	3.812022
50	2	3296	-6.088648	5.174972
50	2	6704	-1.617394	-1.012723
51	2	2524	6.795724	-3.681580
51	2	7476	-4.572609	6.343576
52	3	3389	6.198225	-5.998645
52	3	1029	-1.632468	4.124029
52	3	5582	-0.359195	-0.054940
53	2	4967	-8.026398	6.564360
53	2	5033	4.337653	-2.310710
54	3	3688	6.327148	-3.299931
54	3	5052	-3.111918	6.924976
54	3	1260	3.117020	6.584126
55	2	4130	-1.727769	6.728178
55	2	5870	8.654870	-2.079332
56	2	6225	1.087064	0.452259
56	2	3775	5.124300	-3.540785
57	2	3923	-0.840226	6.871295
57	2	6077	5.313215	-1.453312
58	1	10000	-6.761208	6.586506
59	1	10000	0.223860	8.422762
60	2	7003	-6.030063	7.918260
60	2	2997	6.907801	-2.803911
61	3	1860	7.313306	-2.638304
61	3	6806	-3.676311	6.322144
61	3	1334	5.456648	2.814374
62	2	8781	-3.903774	7.102697
62	2	1219	6.761476	-0.402147
63	1	10000	-5.091039	5.844014
64	3	358	-3.794010	5.624084
64	3	8379	6.915084	-5.053390
64	3	1263	0.566630	5.624082
65	2	6326	6.993696	-5.444363
65	2	3674	3.347585	7.017829
66	2	5942	2.638832	-2.228719
66	2	4058	7.207620	-5.334382
67	2	9224	-7.695842	7.298139
67	2	776	4.089281	2.856199
68	2	897	-2.055562	7.188855
68	2	9103	8.575624	-4.465201
69	2	6786	5.626208	-4.653315
69	2	3214	-0.210444	6.359155
70	1	10000	4.682162	-5.100838
71	2	9697	7.448354	-6.499775
71	2	303	-4.028913	6.097956
72	3	4120	7.035993	-5.644588
72	3	3803	1.517617	0.500334
72	3	2077	-1.369269	7.054937
73	2	2623	7.250510	-4.036315
73	2	7377	-3.084374	6.640849
74	1	10000	5.756476	-3.758038
75	2	8685	6.402485	-4.883328
75	2	1315	-1.867581	5.469802
76	2	7833	8.463875	-3.695736
76	2	2167	-3.222727	6.307051
77	2	3361	-2.768346	5.883951
77	2	6639	8.238556	-0.216620
78	2	7187	-5.283174	7.283548
78	2	2813	6.705267	3.270560
79	2	4637	5.476512	-3.417527
79	2	5363	-2.317531	7.270025
80	3	4058	6.220801	-6.184554
80	3	4348	-1.366987	6.301388
80	3	1594	3.286004	6.178013
81	2	6780	-6.226637	7.554190
81	2	3220	6.051452	-3.961915
82	1	10000	0.153879	7.967177
83	2	8867	-6.687771	8.684861
83	2	1133	4.036451	-1.647696
84	2	2819	-6.977375	5.838679
84	2	7181	3.922456	0.790039
85	2	8247	7.070469	1.853661
85	2	1753	-1.021176	5.204367
86	1	10000	7.697038	-8.767942
87	1	10000	-8.025645	6.929381
88	2	8833	-4.097431	5.411023
88	2	1167	5.052716	-3.342043
89	1	10000	-2.083583	9.377956
90	3	8421	-6.696730	8.125470
90	3	600	6.035881	2.301771
90	3	979	6.068980	-2.929299
91	3	3594	6.313532	-4.592834
91	3	3280	0.919100	0.453936
91	3	3126	-0.829305	6.509925
92	2	5920	6.807285	-3.508530
92	2	4080	-2.977429	5.782071
93	2	7698	6.765021	-3.839012
93	2	2302	-4.020435	6.370190
94	2	7963	-2.859155	8.471023
94	2	2037	7.547119	1.033643
95	2	4217	5.637528	-5.179957
95	2	5783	-3.492211	5.601038
96	2	4499	-7.928885	6.563329
96	2	5501	-4.526829	1.253616
97	1	10000	7.603442	-3.318701
98	1	10000	9.174707	-3.562460
99	2	8336	6.495251	-4.216829
99	2	1664	-3.644613	6.114829
100	2	9537	7.886915	-5.368837
100	2	463	-1.749284	6.200552
101	2	7998	6.393858	-3.958144
101	2	2002	-2.312598	5.960854
102	2	2289	6.900085	-4.383408
102	2	7711	-5.749000	7.196996
103	1	10000	8.231376	-3.405142
104	2	3923	-1.977719	7.316401
104	2	6077	6.462878	-3.971673
105	2	8859	-6.803473	6.858438
105	2	1141	5.827569	-2.396659
106	2	5638	-3.831546	7.426579
106	2	4362	6.140105	-0.107450
107	2	8161	-5.827204	5.733562
107	2	1839	5.084031	-5.138219
108	1	10000	-9.118385	6.433862
109	1	10000	-5.369614	7.911724
110	2	8265	-3.177094	7.270069
110	2	1735	5.093971	-0.911399
111	3	4561	-1.961126	6.553540
111	3	2965	5.153914	1.763011
111	3	2474	5.157220	-4.197485
112	2	7699	-5.040657	7.458711
112	2	2301	5.726774	0.183889
113	2	8236	-1.786668	0.093479
113	2	1764	-3.722260	4.940701
114	2	8057	4.794523	-3.435950
114	2	1943	-6.478834	5.507954
115	2	6998	1.526813	-2.434168
115	2	3002	7.114498	-7.985667
116	1	10000	-1.832668	6.061356
117	2	8389	-5.819224	8.428117
117	2	1611	6.956578	-1.351019
118	1	10000	-4.872317	9.427514
119	2	8107	6.640099	-5.153152
119	2	1893	-4.319397	5.344426
120	2	9457	9.273563	-5.918712
120	2	543	-2.484010	6.531795
121	2	4080	-0.213624	6.335306
121	2	5920	6.004623	-3.692362
122	3	4354	-1.939162	0.765207
122	3	3812	-7.136892	6.714729
122	3	1834	5.982378	-0.793889
123	2	2787	6.955321	-3.703159
123	2	7213	-5.025513	6.841240
124	1	10000	9.506082	-5.594051
125	2	5720	0.006791	7.731196
125	2	4280	7.255235	-4.513859
126	2	6885	-4.135784	7.277376
126	2	3115	7.621935	3.426936
127	2	7508	-5.662356	6.807808
127	2	2492	5.876002	-1.800118
128	2	5518	5.517633	-1.994794
128	2	4482	4.615711	5.180818
129	1	10000	-4.009258	6.892965
130	2	9532	-6.137701	6.310565
130	2	468	5.163849	-4.071236
131	2	3034	-5.880367	4.892687
131	2	6966	0.318063	-3.124414
132	2	8766	6.290532	-6.271921
132	2	1234	-2.256182	6.328328
133	2	6933	-5.836775	8.526198
133	2	3067	6.569798	1.405796
134	1	10000	6.564480	-6.738914
135	2	5147	6.618145	-6.092894
135	2	4853	-2.907261	5.534487
136	1	10000	9.908660	0.074619
137	2	4477	-6.073961	6.628282
137	2	5523	5.459637	-2.670418
138	3	4338	-5.368297	6.638033
138	3	3678	0.892874	0.024218
138	3	1984	6.474329	-5.017862
139	2	3706	5.795440	-2.898335
139	2	6294	-3.619117	6.856130
140	1	10000	6.636758	-8.755167
141	2	3297	3.673425	5.637126
141	2	6703	7.663540	-0.576640
142	2	9616	8.708142	-7.737667
142	2	384	-0.340315	5.186703
143	2	6997	-6.769205	4.978753
143	2	3003	5.251292	-4.798394
144	2	2021	1.235281	7.117603
144	2	7979	6.644108	-4.470315
145	2	8575	-4.299107	6.786142
145	2	1425	4.721468	-4.669440
146	1	10000	-2.712713	8.260025
147	2	7117	8.151100	-5.547859
147	2	2883	-4.548103	6.521825
148	1	10000	-7.341252	7.258228
149	2	4281	5.951122	-4.410409
149	2	5719	-3.156685	7.400050
150	3	7761	-0.937043	-2.725505
150	3	1818	5.071139	-7.147074
150	3	421	-6.355703	3.747448
151	1	10000	8.576042	-8.477452
152	2	4252	5.791472	0.485333
152	2	5748	-1.464176	5.873305
153	1	10000	5.535821	-5.986144
154	1	10000	8.259175	-4.489969
155	1	10000	-2.888814	6.341863
156	1	10000	-5.612671	8.101319
157	1	10000	-7.330881	5.547445
158	3	1890	5.596564	-1.949847
158	3	6447	-3.609394	7.066286
158	3	1663	4.703498	3.987109
159	3	6315	0.637635	-1.540503
159	3	1362	-2.613895	4.662205
159	3	2323	5.847399	-4.521791
160	1	10000	6.526155	-4.249353
161	3	4449	-0.425638	2.796860
161	3	4453	5.864386	-1.132033
161	3	1098	-2.442625	4.646524
162	2	2988	-3.521069	5.828134
162	2	7012	6.436021	-5.085663
163	1	10000	7.861238	-0.761422
164	2	8917	6.091620	-6.632543
164	2	1083	-2.735449	6.041803
165	2	914	-3.301637	4.701321
165	2	9086	4.521768	-3.068910
166	3	6790	-3.266801	5.461586
166	3	1685	6.392196	-4.029404
166	3	1525	6.273975	2.293725
167	2	8766	-7.390560	8.486947
167	2	1234	4.860727	-2.676907
168	1	10000	-5.122971	7.344399
169	2	9440	-4.562016	7.498247
169	2	560	5.073323	-2.817744
170	2	9790	9.130162	-4.800109
170	2	210	-0.813027	6.453229
171	1	10000	4.594889	-5.644115
172	1	10000	5.340564	-3.131708
173	2	8920	-2.415913	6.244879
173	2	1080	6.473808	-3.147131
174	3	3885	0.847454	8.377649
174	3	5079	6.650236	3.126654
174	3	1036	7.773178	-2.098967
175	2	8533	-6.034250	8.629035
175	2	1467	6.640476	-0.977469
176	2	1423	5.207465	-0.241534
176	2	8577	-5.512909	6.764892
177	1	10000	5.383041	-7.544329
178	2	2982	7.058953	-3.479922
178	2	7018	-3.636229	6.626014
179	2	9906	6.748566	-3.758498
179	2	94	-1.226238	6.179511
180	2	3017	0.629361	6.439589
180	2	6983	6.163372	-2.961311
181	2	1582	5.540477	-2.188690
181	2	8418	-4.841522	3.425085
182	2	1796	3.129154	-4.238009
182	2	8204	-5.442992	5.084811
183	2	7519	-2.224663	6.656864
183	2	2481	5.765754	-4.657495
184	3	3005	6.089357	-7.176818
184	3	6081	0.614444	-1.617258
184	3	914	-2.251529	4.705235
185	3	2341	6.930718	3.406175
185	3	6754	-4.640568	7.933845
185	3	905	8.208060	-1.645106
186	2	8824	-6.025915	6.370530
186	2	1176	5.692989	1.274949
187	2	5124	6.488956	-3.266941
187	2	4876	-2.731583	5.934993
188	2	9268	-1.462028	-1.412464
188	2	732	-2.697246	4.304671
189	2	8498	5.826489	-5.760111
189	2	1502	-3.590027	5.591524
190	2	6664	-2.326233	6.064280
190	2	3336	7.182553	-2.831606
191	2	8256	-4.351062	8.645397
191	2	1744	6.164801	0.673938
192	1	10000	-4.332318	6.418244
193	2	7788	7.412551	-4.014464
193	2	2212	-3.704800	5.667235
194	1	10000	-0.273496	7.220306
195	2	9348	8.364757	-5.591277
195	2	652	-1.506842	5.736016
196	2	6144	-5.989723	6.348567
196	2	3856	6.818452	-2.792959
197	1	10000	9.582307	-7.167166
198	2	8350	-6.864204	7.019890
198	2	1650	4.252870	-1.754899
199	2	8464	8.762214	-3.865248
199	2	1536	-0.205176	6.558686
200	1	10000	5.440627	-8.100846
201	2	6350	8.244570	-4.418112
201	2	3650	-0.226337	7.581797
202	2	6863	4.857362	-5.315058
202	2	3137	-6.411689	6.131287
203	2	7173	-5.306728	6.480728
203	2	2827	7.326346	-0.217999
204	2	8331	8.384563	-5.512660
204	2	1669	-2.135408	6.875833
205	1	10000	9.476506	-3.678683
206	1	10000	8.439443	-4.132328
207	2	7521	6.610723	-5.349427
207	2	2479	-1.850953	6.524736
208	3	6280	-3.380444	7.242364
208	3	1688	6.650711	2.529686
208	3	2032	7.076225	-3.380788
209	2	8754	6.871579	-6.540992
209	2	1246	-0.031270	5.910199
210	2	9284	-5.827050	6.486857
210	2	716	4.302895	-5.412263
211	2	2137	-6.706808	5.927049
211	2	7863	-3.418609	0.234304
212	2	3895	1.382781	6.631479
212	2	6105	6.557777	-4.696937
213	2	8783	8.743906	-6.353755
213	2	1217	1.164521	6.334308
214	2	3577	1.969638	7.750428
214	2	6423	5.983575	-4.379631
215	1	10000	-3.509936	6.806395
216	2	8321	7.908328	-3.387640
216	2	1679	-1.540548	8.180001
217	3	3153	-1.970910	6.325005
217	3	4912	0.722039	1.561654
217	3	1935	5.728018	-2.665554
218	2	6499	-5.480045	6.128068
218	2	3501	5.949502	-0.691051
219	2	6180	-2.749275	-0.416433
219	2	3820	-7.873394	5.763016
220	3	8747	-5.656316	5.810881
220	3	739	5.344812	-2.422739
220	3	514	5.259898	2.383489
221	1	10000	7.061971	-4.422295
222	2	7048	6.253734	3.290496
222	2	2952	-1.835164	5.623418
223	2	8961	-6.253258	7.887934
223	2	1039	6.512785	-2.182338
224	2	2285	-2.280668	5.111721
224	2	7715	8.164341	-2.768235
225	2	6848	7.525972	-3.358543
225	2	3152	-4.610969	7.005427
226	2	9042	5.922506	-7.720279
226	2	958	-4.381093	4.765235
227	2	7056	-0.154074	6.919824
227	2	2944	6.071471	-4.844176
228	2	9769	8.426966	-6.184107
228	2	231	-0.900526	5.729234
229	2	5124	7.824546	-3.373943
229	2	4876	-4.055767	7.889791
230	1	10000	-5.025236	6.674899
231	1	10000	8.412746	-4.587152
232	1	10000	-5.085657	7.940551
233	1	10000	9.070869	-8.929569
234	2	9016	-4.752367	7.778866
234	2	984	5.642301	-3.803902
235	1	10000	-6.644592	6.966244
236	2	9293	-7.351037	5.870171
236	2	707	4.739749	1.573466
237	2	6879	-1.524168	4.818781
237	2	3121	5.599770	-4.316302
238	3	1909	-4.815261	6.033863
238	3	6614	-0.794253	-0.090931
238	3	1477	5.589027	-5.307281
239	2	6270	7.270843	-4.244951
239	2	3730	-3.397146	7.118991
240	2	6550	6.897838	-2.175991
240	2	3450	2.800634	6.683303
241	2	9351	7.510961	-6.961453
241	2	649	-0.455338	5.421095
242	1	10000	-6.402467	8.758538
243	1	10000	-7.760675	3.768558
244	2	7788	7.624990	-4.053470
244	2	2212	-1.016534	4.099365
245	2	6539	6.339265	-4.011723
245	2	3461	-2.911394	7.626208
246	3	3673	-3.016239	6.821246
246	3	3773	2.425782	1.450691
246	3	2554	6.930440	-1.900903
247	1	10000	6.013637	-5.923211
248	1	10000	7.593054	-8.602449
249	2	8503	-5.685187	5.603461
249	2	1497	5.624368	-1.621216
250	2	9582	-5.194494	6.099222
250	2	418	5.790722	-4.328331
251	1	10000	-10.819495	6.579863
252	2	8519	9.293147	-4.140232
252	2	1481	0.789745	7.666659
253	1	10000	-5.020143	6.614715
254	2	5925	-3.754838	9.469859
254	2	4075	8.665672	0.212860
255	2	8453	8.665083	-5.480167
255	2	1547	-0.796569	6.464163
256	3	5546	6.161063	-2.505316
256	3	3610	-1.681266	7.247819
256	3	844	0.296225	1.624611
257	2	7520	5.714031	-3.530571
257	2	2480	-0.492977	6.206566
258	2	8261	4.116549	-2.838774
258	2	1739	-0.134575	3.882370
259	2	4008	6.499165	-8.924073
259	2	5992	-1.064566	3.099331
260	2	3480	-5.701995	8.005587
260	2	6520	6.715494	-4.113195
261	1	10000	6.624277	-10.619387
262	1	10000	6.527564	-6.589442
263	3	823	-4.793386	5.422893
263	3	8028	6.162624	-3.806892
263	3	1149	1.455955	5.422874
264	2	8249	-3.841356	5.724395
264	2	1751	6.729806	-4.968304
265	1	10000	5.722242	-6.343256
266	2	6678	-2.040806	8.529273
266	2	3322	4.926762	0.616476
267	2	7894	7.963191	-5.153024
267	2	2106	1.808016	5.960672
268	2	9663	7.855773	-7.733322
268	2	337	0.263974	3.590037
269	2	5918	-2.891785	6.672250
269	2	4082	7.119405	-5.195527
270	3	5249	-4.812212	6.758036
270	3	3314	0.859665	1.008352
270	3	1437	5.718636	-1.380868
271	1	10000	8.559272	-5.223359
272	4	2955	-1.631854	5.370302
272	4	1977	6.005651	-3.751112
272	4	4134	0.415476	-0.933725
272	4	934	5.256562	2.975101
273	3	3823	4.994069	-6.479981
273	3	3533	-1.252234	0.139300
273	3	2644	-3.394664	6.046133
274	2	3230	-2.001700	6.420381
274	2	6770	7.987395	-4.215445
275	1	10000	-5.072191	5.331547
276	2	7787	-4.487389	5.738053
276	2	2213	4.950744	-2.048510
277	2	3409	7.141237	-2.979782
277	2	6591	-1.040312	6.609242
278	1	10000	7.535919	-7.457294
279	2	2089	5.667703	-6.615271
279	2	7911	-3.618916	5.133063
280	1	10000	8.434381	-6.639543
281	3	4418	-0.897382	7.201183
281	3	3792	5.813972	-2.894805
281	3	1790	3.614816	5.871891
282	1	10000	-6.800471	6.673487
283	2	6669	-2.511981	0.361685
283	2	3331	-4.956840	5.868546
284	1	10000	6.611177	-5.421003
285	2	8373	2.574147	7.609334
285	2	1627	-3.083955	8.037463
286	2	3709	4.808797	-4.342645
286	2	6291	-1.746127	-2.845186
287	1	10000	-4.788675	8.854373
288	2	7623	-3.593259	7.021207
288	2	2377	5.911879	-3.408549
289	1	10000	-7.329202	6.174179
290	2	5942	9.202779	-1.832260
