1,2,18.096469,25.595704,0.831240,0.639765,6.367498,3.000000,0.323585,18.158052,2.000000,34.230287,16.189237,4.000000,0.023949,16.293415,3.000000.1,64.220649
2,1,62.053296,54.798973,0.397796,0.506799,17.112541,1.0,0.02278,16.033307,2.0,2.24307,2.339638,2.0,0.014454,15.779244,5.0,34.586714
3,2,64.435316,47.733672,0.451514,0.950605,17.382079,2.0,0.35416,6.61843,6.0,55.519272,9.782556,3.0,0.023005,17.077423,3.0,28.380835
4,1,12.819909,7.521965,0.407301,0.939505,6.819169,1.0,0.016417,4.5733,4.0,3.006938,15.595612,1.0,0.017899,0.811507,1.0,35.998991
5,2,94.936006,25.608991,0.708924,0.405876,17.820608,2.0,0.033166,9.327887,3.0,91.944014,2.548767,5.0,0.010764,2.465209,1.0,70.097999
6,3,47.98286,92.005109,0.721095,0.806219,8.658714,5.0,0.023673,9.527093,6.0,82.005222,13.175908,3.0,0.02124,7.433192,5.0,89.638895
7,1,73.126074,44.388548,0.584347,0.776596,4.63066,1.0,0.122355,16.405287,4.0,4.525289,1.865882,1.0,0.010863,6.250424,4.0,90.948251
8,2,36.866539,21.48465,0.924741,0.971093,4.852625,5.0,0.021395,18.497684,2.0,88.972357,0.427355,1.0,0.013785,3.224733,1.0,29.027394
9,1,48.572811,4.001338,0.158346,0.20124,16.79785,3.0,0.010927,3.165429,1.0,48.240999,16.699382,1.0,0.039359,8.193537,5.0,5.100668
10,1,12.212762,20.535682,0.269513,0.83882,5.069716,6.0,0.01155,7.128395,6.0,82.414905,13.203867,2.0,0.581937,1.78101,1.0,82.438722
11,3,21.427048,43.37143,0.700385,0.985559,5.089412,6.0,0.027397,13.057882,6.0,96.627609,15.657706,2.0,0.010766,15.038649,6.0,67.625773
12,2,11.480645,48.50464,0.190236,0.569695,10.373379,4.0,0.0168,16.739029,2.0,49.577156,9.946531,3.0,0.012489,11.829692,3.0,71.413678
13,2,73.971138,21.926312,0.41942,0.600421,4.687548,4.0,0.035878,14.695233,1.0,7.646327,15.810226,5.0,0.081136,10.681656,3.0,67.888108
14,1,71.82125,6.946336,0.74531,0.43693,17.070344,5.0,0.012661,0.862117,5.0,3.063382,3.459066,4.0,0.02526,9.137207,4.0,96.666839
15,2,20.201702,29.519971,0.62366,0.548715,7.60052,6.0,0.021611,14.811611,1.0,7.691824,2.128475,2.0,0.031153,11.20834,4.0,48.944488
16,3,60.761103,66.714936,0.137513,0.585199,8.066855,4.0,0.019327,2.951284,4.0,39.445281,14.747588,5.0,0.169006,2.782131,6.0,91.791496
17,1,78.027598,82.997743,0.725104,0.236201,0.35855,3.0,0.014663,8.982878,2.0,16.514322,13.972663,6.0,0.057495,7.115399,1.0,13.786931
18,2,96.155834,34.576389,0.496207,0.862988,3.161808,4.0,0.042604,18.34784,3.0,80.867235,11.293477,1.0,0.01505,9.197815,3.0,83.841578
19,2,79.776404,49.928868,0.676993,0.408605,16.209518,5.0,0.021083,9.589481,6.0,35.010733,5.492271,6.0,0.012543,16.664432,6.0,1.415022
20,2,69.055886,29.13987,0.182662,0.52894,7.506491,5.0,0.013167,11.949619,1.0,90.982061,14.94407,3.0,0.020632,8.028673,5.0,98.33552
21,2,38.285595,65.738815,0.296276,0.317788,2.281788,1.0,0.011272,8.341787,1.0,22.663263,14.612868,6.0,0.012848,15.858544,5.0,22.663263
22,2,75.283783,51.398799,0.478372,0.356981,17.300421,5.0,0.011344,14.156282,5.0,55.840821,9.037648,2.0,0.015477,10.004625,2.0,47.964861
23,2,16.311206,71.643256,0.346898,0.528428,15.235782,6.0,0.025447,10.713644,5.0,51.132228,18.246409,6.0,0.011996,6.568728,5.0,51.440353
24,3,90.087961,41.700866,0.817687,0.358046,9.212045,5.0,0.129411,5.726004,4.0,98.57144,15.852266,2.0,0.015184,0.364049,1.0,34.704327
25,2,59.387614,62.658975,0.183855,0.402466,3.031208,2.0,0.063159,17.261315,5.0,88.475738,9.066893,2.0,0.037947,7.942433,2.0,42.204089
26,2,6.465643,35.730684,0.335709,0.392891,3.979515,5.0,0.019956,1.886495,2.0,29.205983,17.591961,5.0,0.044305,10.777406,3.0,49.746619
27,2,89.843977,89.970665,0.37729,0.324525,12.906326,5.0,0.020399,6.554937,3.0,82.808013,11.161643,3.0,0.093388,11.185509,6.0,35.87
28,2,50.350143,15.821973,0.488287,0.856671,8.807082,2.0,0.027381,14.89831,3.0,84.832109,4.910004,6.0,0.017574,10.978741,1.0,4.611911
29,2,87.614691,82.471767,0.830347,0.970632,3.121996,6.0,0.013969,9.797039,3.0,59.398274,8.135717,6.0,0.010437,3.462189,3.0,98.210213
30,1,52.401802,15.306148,0.529443,0.820237,15.670982,6.0,0.013401,15.533716,2.0,15.949269,1.445362,4.0,0.016001,8.661027,3.0,75.021154
31,2,24.973061,80.326147,0.710939,0.186998,9.415335,5.0,0.059088,12.977299,5.0,56.653458,3.753767,5.0,0.012137,6.143948,1.0,14.045881
32,1,58.065153,80.009174,0.862914,0.321799,0.206401,4.0,0.036516,11.363017,5.0,12.735532,11.661997,6.0,0.017047,11.345022,3.0,20.140101
33,2,14.575287,77.049639,0.360746,0.404751,8.19529,5.0,0.023777,3.630342,2.0,43.863853,6.880931,4.0,0.297772,3.066049,6.0,79.941219
34,3,49.669023,77.505492,0.304843,0.746372,17.004574,1.0,0.010421,10.334254,5.0,99.932349,4.095161,5.0,0.013782,11.003431,4.0,84.5596
35,2,12.248522,17.960507,0.458496,0.954338,7.181214,2.0,0.432999,9.601561,6.0,97.24273,9.842993,6.0,0.012006,11.368504,2.0,15.571576
36,2,82.539872,94.011132,0.603522,0.36479,10.025537,1.0,0.509927,6.30724,5.0,86.544974,10.537567,1.0,0.036459,16.014001,1.0,59.729317
